Transaction ID,Customer ID,Date,Amount,Product,Amount_Normalized,Name,Email,Age,Location
T00035,C7735,2023-12-08,44.75558249892322,Headphones,0.03510241073854007,Name_7735,unknown,19.0,Vijayawada
T00036,C1268,2023-01-05,83.33696003508754,Keyboard,0.07407409908061954,Name_1268,22Q91A661268@mrce.in,18.0,Secunderabad
T00037,C1529,2023-08-14,342.6140153170677,Speaker,0.335974146149442,Name_1529,22Q91A661529@mrce.in,23.0,Hyderabad
T00038,C3557,2023-01-27,50.86016183137103,Keyboard,0.04126874741173569,Name_3557,22Q91A663557@mrce.in,16.0,Nizamabad
T00039,C3891,2023-05-04,176.83439031711006,Webcam,0.1685174016900406,Name_3891,22Q91A663891@mrce.in,22.0,Secunderabad
T00040,C8839,2023-10-26,681.0732436711479,Keyboard,0.6778574174647792,Name_8839,22Q91A668839@mrce.in,22.0,Karimnagar
T00041,C5394,2023-02-04,349.1674280573072,Webcam,0.3425938568803569,Name_5394,22Q91A665394@mrce.in,,Kerala
T00042,C8793,2023-08-25,417.7482867317683,Webcam,0.4118685179001203,Name_8793,22Q91A668793@mrce.in,21.0,Guntur
T00043,C8434,2023-11-07,953.2108091830388,Desk,0.9527480788819465,Name_8434,22Q91A668434@mrce.in,24.0,Nizamabad
T00044,C7514,2023-11-13,649.1521131405115,Webcam,0.6456133549141169,Name_7514,22Q91A667514@mrce.in,27.0,Nizamabad
T00045,C2613,2023-10-30,298.88970462146176,Mouse,0.29180749585801186,Name_2613,22Q91A662613@mrce.in,27.0,Vijayawada
T00046,C7042,2023-04-12,347.3621799337837,Chair,0.34077034585656996,Name_7042,22Q91A667042@mrce.in,22.0,Kerala
T00047,C9556,2023-03-18,946.058017743918,Webcam,0.9455229258018104,Name_9556,22Q91A669556@mrce.in,22.0,Vijayawada
T00048,C6236,2023-11-08,451.4624059368578,Keyboard,0.4459237080020518,Name_6236,22Q91A666236@mrce.in,21.0,Hyderabad
T00049,C5487,2023-03-23,442.9544564867995,Mouse,0.43732968737417127,Name_5487,22Q91A665487@mrce.in,25.0,Warangal
T00050,C7100,2023-05-26,282.0934257158643,Laptop,0.2748412963955376,Name_7100,22Q91A667100@mrce.in,17.0,Nizamabad
T00051,C9671,2023-07-12,327.5526234422274,Cable,0.3207603848057987,Name_9671,22Q91A669671@mrce.in,23.0,Warangal
T00052,C0776,2023-08-12,760.7409507593903,Webcam,0.7583310876612563,Name_776,22Q91A66776@mrce.in,20.0,Kerala
T00053,C8227,2023-02-22,814.6922110471387,Keyboard,0.8128281490900685,Name_8227,22Q91A668227@mrce.in,18.0,Karimnagar
T00054,C3153,2023-12-11,251.14947025069185,Keyboard,0.24358429456014433,Name_3153,22Q91A663153@mrce.in,19.0,Vijayawada
T00055,C1586,2023-03-26,939.4045099796164,Cable,0.9388021074295552,Name_1586,22Q91A661586@mrce.in,16.0,Warangal
T00056,C3944,2023-05-09,324.72929675309416,Mouse,0.3179084957638992,Name_3944,22Q91A663944@mrce.in,18.0,Kerala
T00057,C7556,2023-07-30,712.9541945394642,Desk,0.7100608938731722,Name_7556,22Q91A667556@mrce.in,27.0,Nizamabad
T00058,C3074,2023-12-18,622.5137644063041,Keyboard,0.6187055177368659,Name_3074,22Q91A663074@mrce.in,,Nizamabad
T00059,C1022,2023-09-21,39.38932126871383,Mouse,0.029681861406679798,Name_1022,22Q91A661022@mrce.in,26.0,Karimnagar
T00060,C3844,2023-07-02,862.7221752030413,Mouse,0.8613440112417126,Name_3844,22Q91A663844@mrce.in,22.0,Hyderabad
T00061,C7990,2023-09-29,634.9302968272924,Speaker,0.6312476627483161,Name_7990,22Q91A667990@mrce.in,23.0,Warangal
T00062,C9693,2023-08-15,583.5651726652075,Keyboard,0.579362900245458,Name_9693,22Q91A669693@mrce.in,21.0,Karimnagar
T00063,C6874,2023-11-18,556.6537038174203,Headphones,0.5521791799187159,Name_6874,22Q91A666874@mrce.in,26.0,Guntur
T00064,C5676,2023-01-12,668.4632739019863,Webcam,0.6651198781846909,Name_5676,unknown,22.0,Secunderabad
T00065,C0162,2023-04-03,91.64650080632578,Webcam,0.08246770381645227,Name_162,22Q91A66162@mrce.in,16.0,Kerala
T00066,C4298,2023-11-26,759.9240346370468,Keyboard,0.7575059071582598,Name_4298,22Q91A664298@mrce.in,25.0,Medchal
T00067,C0996,,312.3575876814091,Chair,0.3054116275598376,Name_996,unknown,22.0,Kerala
T00068,C7630,2023-03-27,427.4037757658013,Desk,0.4216216872645885,Name_7630,22Q91A667630@mrce.in,17.0,Hyderabad
T00069,C9468,2023-12-20,50.8892895415163,Monitor,0.041298169794097124,Name_9468,22Q91A669468@mrce.in,25.0,Kerala
T00070,C1017,2023-10-04,146.2673206855972,Keyboard,0.13764109847631162,Name_1017,22Q91A661017@mrce.in,22.0,Guntur
T00071,C7870,2023-10-20,808.8895813657807,Cable,0.806966816759609,Name_7870,unknown,24.0,Kerala
T00072,C6440,2023-09-18,372.9471549217003,Monitor,0.3666141527692278,Name_6440,22Q91A666440@mrce.in,21.0,Karimnagar
T00073,C7893,2023-07-17,730.0703708998342,Cable,0.7273502270520912,Name_7893,22Q91A667893@mrce.in,25.0,Vijayawada
T00074,C6864,2023-11-19,379.4300951522664,Webcam,0.3731626780511239,Name_6864,unknown,21.0,Kerala
T00075,C7917,2023-01-10,869.6064674409872,Chair,0.8682979488324981,Name_7917,22Q91A667917@mrce.in,17.0,Secunderabad
T00076,C8530,2023-03-29,495.4236234478398,Headphones,0.49032966179077914,Name_8530,22Q91A668530@mrce.in,26.0,Nizamabad
T00077,C0879,2023-12-06,328.8161901023699,Monitor,0.3220367344133874,Name_879,unknown,25.0,Medchal
T00079,C4888,2023-02-06,573.1413027812208,Chair,0.5688335766603597,Name_4888,22Q91A664888@mrce.in,27.0,Hyderabad
T00080,C4860,2023-08-11,568.2019761526215,Chair,0.5638442810394588,Name_4860,22Q91A664860@mrce.in,20.0,Vijayawada
T00081,C6332,2023-06-24,725.3434887524378,Keyboard,0.7225755251196525,Name_6332,22Q91A666332@mrce.in,16.0,Secunderabad
T00082,C8572,2023-07-28,988.0471358937124,Headphones,0.9879368293685938,Name_8572,22Q91A668572@mrce.in,21.0,Medchal
T00083,C8685,2023-02-18,377.7053005353442,Mouse,0.3714204344466341,Name_8685,22Q91A668685@mrce.in,21.0,Karimnagar
T00084,C7209,2023-01-24,538.0084389224414,Laptop,0.5333452890898693,Name_7209,22Q91A667209@mrce.in,19.0,Guntur
T00086,C2063,2023-04-16,394.0497828652834,Laptop,0.38793026670645814,Name_2063,22Q91A662063@mrce.in,20.0,Visakhapatnam
T00087,C0065,2023-11-07,71.72319081348904,Desk,0.06234283847032334,Name_65,22Q91A6665@mrce.in,23.0,Guntur
T00088,C8007,2023-09-20,404.6828530099302,Chair,0.39867090693912527,Name_8007,22Q91A668007@mrce.in,16.0,Karimnagar
T00089,C2569,2023-07-25,203.14107528467565,Webcam,0.19509021980438204,Name_2569,22Q91A662569@mrce.in,23.0,Karimnagar
T00090,C5464,2023-06-18,612.6815572608466,Speaker,0.6087738424816638,Name_5464,22Q91A665464@mrce.in,27.0,Nizamabad
T00091,C2028,2023-06-07,52.53204722459009,Cable,0.042957546533206506,Name_2028,22Q91A662028@mrce.in,21.0,Secunderabad
T00092,C2696,2023-08-29,137.55551049177808,Cable,0.12884115473530272,Name_2696,22Q91A662696@mrce.in,24.0,Hyderabad
T00093,C9688,2023-05-03,541.9447318461151,Monitor,0.5373214037555718,Name_9688,22Q91A669688@mrce.in,16.0,Guntur
T00094,C5259,2023-01-20,415.38414849839216,Laptop,0.4094804627213655,Name_5259,22Q91A665259@mrce.in,20.0,Vijayawada
T00095,C5619,2023-02-25,414.686445063052,Keyboard,0.40877570092762744,Name_5619,22Q91A665619@mrce.in,22.0,Warangal
T00096,C6737,2023-10-07,546.0366341333664,Laptop,0.5414547020162552,Name_6737,22Q91A666737@mrce.in,25.0,Nizamabad
T00097,C0392,,239.0183847108217,Monitor,0.2313304841702023,Name_392,22Q91A66392@mrce.in,22.0,Secunderabad
T00098,C5893,2023-05-20,152.68141791420626,Desk,0.14412008430191725,Name_5893,22Q91A665893@mrce.in,20.0,Secunderabad
T00099,C3562,2023-04-01,95.40620089157773,Webcam,0.08626543913175527,Name_3562,22Q91A663562@mrce.in,17.0,Vijayawada
T00100,C6185,2023-09-28,880.8009682021691,Laptop,0.8796056994280028,Name_6185,unknown,19.0,Karimnagar
T00101,C3100,2023-11-25,776.7884851998708,Mouse,0.7745409679405951,Name_3100,22Q91A663100@mrce.in,18.0,Nizamabad
T00102,C6279,2023-07-29,377.779616613448,Speaker,0.3714955023477725,Name_6279,22Q91A666279@mrce.in,22.0,Karimnagar
T00103,C8393,2023-06-25,282.62704848422254,Speaker,0.27538031759044446,Name_8393,22Q91A668393@mrce.in,18.0,Hyderabad
T00104,C3105,2023-03-02,523.9208864003564,Desk,0.51911521900285,Name_3105,22Q91A663105@mrce.in,25.0,Warangal
T00105,C7216,2023-10-11,93.99364763356569,Cable,0.08483859569449767,Name_7216,22Q91A667216@mrce.in,16.0,Nizamabad
T00106,C2455,2023-01-03,918.389087570116,Laptop,0.917574081246392,Name_2455,22Q91A662455@mrce.in,21.0,Visakhapatnam
T00107,C8997,2023-09-29,580.5729754153882,Monitor,0.576340432253778,Name_8997,22Q91A668997@mrce.in,19.0,Warangal
T00108,C2732,2023-06-13,931.8286238791342,Mouse,0.9311495794256928,Name_2732,22Q91A662732@mrce.in,25.0,Karimnagar
T00109,C8155,2023-01-09,946.164086249539,Webcam,0.9456300673557919,Name_8155,22Q91A668155@mrce.in,19.0,Secunderabad
T00110,C9763,,549.8290552288123,Monitor,0.5452854893658025,Name_9763,22Q91A669763@mrce.in,22.0,Vijayawada
T00112,C8111,2023-08-26,309.7860325217789,Chair,0.30281405710912895,Name_8111,22Q91A668111@mrce.in,16.0,Medchal
T00113,C3841,,820.5156845145023,Speaker,0.8187105360739373,Name_3841,22Q91A663841@mrce.in,27.0,Vijayawada
T00114,C1029,2023-04-18,947.2954239142922,Chair,0.9467728502654765,Name_1029,22Q91A661029@mrce.in,26.0,Secunderabad
T00115,C7386,2023-01-13,184.76200768963665,Headphones,0.17652521927632983,Name_7386,22Q91A667386@mrce.in,17.0,Warangal
T00116,C0503,2023-08-22,785.9234534017908,Headphones,0.7837683505929208,Name_503,22Q91A66503@mrce.in,25.0,Guntur
T00117,C6911,2023-09-02,191.0045095916585,Webcam,0.18283087382099697,Name_6911,22Q91A666911@mrce.in,26.0,Kerala
T00118,C9063,2023-11-17,186.93686389278616,Monitor,0.1787220775419149,Name_9063,22Q91A669063@mrce.in,24.0,Medchal
T00119,C6939,2023-04-02,270.0436362773886,Mouse,0.26266960454384636,Name_6939,22Q91A666939@mrce.in,16.0,Visakhapatnam
T00120,C4489,2023-12-26,694.8887282106457,Mouse,0.6918126671772459,Name_4489,22Q91A664489@mrce.in,16.0,Nizamabad
T00121,C0207,2023-07-17,79.44332242751446,Headphones,0.07014107125606603,Name_207,22Q91A66207@mrce.in,19.0,Warangal
T00123,C5978,2023-05-11,529.6611828749637,Keyboard,0.5249135875289567,Name_5978,22Q91A665978@mrce.in,19.0,Warangal
T00124,C7722,2023-12-31,798.7304085320206,Webcam,0.7967048680482262,Name_7722,22Q91A667722@mrce.in,,Nizamabad
T00125,C7036,2023-06-02,340.2097779235038,Mouse,0.3335455861449549,Name_7036,22Q91A667036@mrce.in,19.0,Medchal
T00126,C1485,,503.08717705209193,Chair,0.4980707441919397,Name_1485,22Q91A661485@mrce.in,17.0,Kerala
T00127,C7859,2023-04-18,632.9511139382714,Speaker,0.6292484573376073,Name_7859,22Q91A667859@mrce.in,27.0,Warangal
T00128,C0864,2023-01-16,263.7763759748034,Speaker,0.25633894112878053,Name_864,22Q91A66864@mrce.in,24.0,Kerala
T00130,C7409,2023-02-25,368.1632054143412,Headphones,0.36178180615147715,Name_7409,22Q91A667409@mrce.in,27.0,Warangal
T00131,C8756,2023-04-13,749.9434885403083,Mouse,0.7474243922719326,Name_8756,22Q91A668756@mrce.in,18.0,Nizamabad
T00133,C6020,2023-05-31,645.3245567081806,Laptop,0.6417470767789544,Name_6020,unknown,23.0,Nizamabad
T00134,C1758,2023-09-19,414.3087655764394,Chair,0.4083942006239727,Name_1758,22Q91A661758@mrce.in,19.0,Kerala
T00135,C7575,2023-02-12,866.8955110672478,Laptop,0.8655595669069872,Name_7575,unknown,20.0,Karimnagar
T00136,C6375,2023-10-27,785.9896658907408,Webcam,0.7838352329244626,Name_6375,22Q91A666375@mrce.in,23.0,Nizamabad
T00137,C6893,2023-04-28,568.2734768072866,Desk,0.5639165050347595,Name_6893,22Q91A666893@mrce.in,16.0,Kerala
T00138,C1679,2023-12-02,319.94427033914,Mouse,0.3130750613449637,Name_1679,22Q91A661679@mrce.in,26.0,Guntur
T00139,C3243,2023-10-06,563.4964072401605,Monitor,0.5590911079585674,Name_3243,22Q91A663243@mrce.in,19.0,Vijayawada
T00140,C4637,2023-05-24,95.8927095464652,Desk,0.08675686958045364,Name_4637,22Q91A664637@mrce.in,26.0,Nizamabad
T00141,C1060,2023-08-16,546.3502390614493,Webcam,0.541771479547289,Name_1060,22Q91A661060@mrce.in,23.0,Vijayawada
T00142,C6669,2023-07-23,702.4066655686245,Desk,0.6994066601966966,Name_6669,22Q91A666669@mrce.in,24.0,Hyderabad
T00143,C9915,2023-08-17,921.9756954821185,Webcam,0.9211969732911557,Name_9915,22Q91A669915@mrce.in,23.0,Karimnagar
T00144,C3158,2023-09-22,720.9284188954931,Mouse,0.7181157899452909,Name_3158,unknown,23.0,Medchal
T00145,C5916,2023-05-17,242.00569793936,Cable,0.23434801873110903,Name_5916,unknown,26.0,Visakhapatnam
T00146,C9790,2023-08-28,61.19308983653061,Chair,0.051706209099068146,Name_9790,unknown,25.0,Hyderabad
T00147,C2694,2023-07-05,292.6043889776579,Cable,0.28545859444379157,Name_2694,22Q91A662694@mrce.in,17.0,Vijayawada
T00148,C3628,,402.9797882250856,Chair,0.3969506129978547,Name_3628,22Q91A663628@mrce.in,25.0,Visakhapatnam
T00149,C9556,2023-05-31,24.01497372582317,Speaker,0.014151978360313129,Name_9556,22Q91A669556@mrce.in,22.0,Vijayawada
T00150,C5451,2023-11-21,946.5589996297464,Cable,0.9460289759007534,Name_5451,22Q91A665451@mrce.in,17.0,Vijayawada
T00151,C1664,2023-10-18,589.5124796900963,Cable,0.5853703735564193,Name_1664,22Q91A661664@mrce.in,22.0,Secunderabad
T00152,C9722,2023-12-19,945.650760521684,Mouse,0.9451115485376086,Name_9722,22Q91A669722@mrce.in,25.0,Secunderabad
T00153,C5593,2023-04-20,353.9933597084617,Mouse,0.34746861035676346,Name_5593,unknown,19.0,Secunderabad
T00154,C7393,2023-02-09,720.4844810557802,Laptop,0.7176673609819566,Name_7393,22Q91A667393@mrce.in,27.0,Karimnagar
T00155,C1307,2023-05-22,645.3678611138877,Keyboard,0.6417908192762635,Name_1307,22Q91A661307@mrce.in,,Hyderabad
T00156,C6777,2023-12-06,252.01847574507707,Cable,0.24446209140042022,Name_6777,22Q91A666777@mrce.in,16.0,Hyderabad
T00157,C5865,2023-01-13,280.8596420146233,Speaker,0.27359503104792965,Name_5865,22Q91A665865@mrce.in,26.0,Medchal
T00159,C7527,2023-03-21,202.4553132337672,Cable,0.19439752020080314,Name_7527,22Q91A667527@mrce.in,24.0,Vijayawada
T00160,C8902,,336.3241187638952,Laptop,0.32962061748281035,Name_8902,22Q91A668902@mrce.in,25.0,Hyderabad
T00162,C5531,2023-02-08,251.34265513993645,Chair,0.24377943381583791,Name_5531,22Q91A665531@mrce.in,19.0,Visakhapatnam
T00163,C4414,2023-08-15,294.2233392357486,Monitor,0.28709392290868374,Name_4414,22Q91A664414@mrce.in,16.0,Vijayawada
T00164,C3749,2023-12-06,897.10978354909,Desk,0.8960795038776486,Name_3749,22Q91A663749@mrce.in,24.0,Secunderabad
T00165,C0664,2023-05-01,477.0376321510097,Laptop,0.47175766751689385,Name_664,22Q91A66664@mrce.in,,Kerala
T00166,C1999,2023-03-06,711.2875565109648,Desk,0.7083773952016991,Name_1999,unknown,27.0,Visakhapatnam
T00167,C7995,2023-10-23,276.7615222722565,Keyboard,0.2694554524328754,Name_7995,22Q91A667995@mrce.in,24.0,Kerala
T00168,C1496,2023-07-24,599.9617485101265,Cable,0.5959253530274119,Name_1496,22Q91A661496@mrce.in,18.0,Karimnagar
T00169,C3305,2023-05-15,686.5899911122592,Keyboard,0.6834299754102654,Name_3305,22Q91A663305@mrce.in,17.0,Visakhapatnam
T00170,C3764,2023-02-14,310.31648722588284,Webcam,0.3033498781898706,Name_3764,22Q91A663764@mrce.in,26.0,Medchal
T00171,C5233,2023-10-05,443.2315328172398,Speaker,0.43760956676382673,Name_5233,22Q91A665233@mrce.in,27.0,Kerala
T00172,C1854,2023-05-15,844.3361311623049,Webcam,0.8427719636903341,Name_1854,22Q91A661854@mrce.in,,Karimnagar
T00173,C6586,2023-02-21,706.7933148487249,Mouse,0.703837687275754,Name_6586,22Q91A666586@mrce.in,18.0,Hyderabad
T00174,C1292,2023-08-17,895.0692773913828,Monitor,0.8940183548177498,Name_1292,22Q91A661292@mrce.in,25.0,Nizamabad
T00175,C3582,2023-12-22,193.23120977172027,Desk,0.1850801005461775,Name_3582,22Q91A663582@mrce.in,17.0,Guntur
T00176,C7555,2023-03-09,676.3950863970299,Keyboard,0.6731319333337041,Name_7555,22Q91A667555@mrce.in,24.0,Vijayawada
T00177,C7281,2023-07-17,25.26344195992332,Cable,0.015413076797732336,Name_7281,22Q91A667281@mrce.in,19.0,Nizamabad
T00178,C1637,2023-03-08,248.5684174078144,Mouse,0.24097713034230964,Name_1637,22Q91A661637@mrce.in,19.0,Kerala
T00179,C3697,2023-01-03,68.00027111030828,Speaker,0.05858225562801946,Name_3697,22Q91A663697@mrce.in,25.0,Vijayawada
T00181,C4738,2023-09-13,510.2052290705204,Desk,0.5052608064079629,Name_4738,22Q91A664738@mrce.in,27.0,Kerala
T00182,C0855,2023-12-22,509.1098665686287,Speaker,0.5041543626060196,Name_855,22Q91A66855@mrce.in,27.0,Nizamabad
T00183,C8165,2023-09-22,412.2793737645679,Keyboard,0.406344278348852,Name_8165,22Q91A668165@mrce.in,21.0,Secunderabad
T00185,C7393,2023-09-25,764.5129357158438,Headphones,0.7621412321283928,Name_7393,22Q91A667393@mrce.in,27.0,Karimnagar
T00186,C6529,2023-04-12,719.7736995587286,Headphones,0.7169493888215162,Name_6529,22Q91A666529@mrce.in,23.0,Secunderabad
T00187,C5250,2023-10-14,718.7830233572254,Headphones,0.7159486903851602,Name_5250,22Q91A665250@mrce.in,19.0,Medchal
T00188,C5173,2023-08-10,994.2890386104838,Monitor,0.9942418786663172,Name_5173,unknown,16.0,Secunderabad
T00189,C1708,2023-01-21,839.9508258427476,Keyboard,0.8383422941680768,Name_1708,22Q91A661708@mrce.in,19.0,Karimnagar
T00190,C5792,2023-01-21,274.20690801962576,Webcam,0.26687499427286177,Name_5792,22Q91A665792@mrce.in,22.0,Visakhapatnam
T00191,C9926,2023-04-02,154.17030445366223,Headphones,0.1456240332508112,Name_9926,unknown,,Karimnagar
T00192,C5536,2023-10-11,455.1840648672255,Mouse,0.4496830173168593,Name_5536,22Q91A665536@mrce.in,24.0,Kerala
T00194,C3511,2023-11-23,166.70970516814032,Monitor,0.15829028956016725,Name_3511,22Q91A663511@mrce.in,23.0,Medchal
T00195,C0203,2023-11-25,778.1315838022157,Monitor,0.7758976540800209,Name_203,22Q91A66203@mrce.in,19.0,Secunderabad
T00196,C4219,2023-06-24,939.9898570864764,Laptop,0.9393933762353178,Name_4219,22Q91A664219@mrce.in,22.0,Hyderabad
T00197,C8959,,147.24500096708664,Headphones,0.1386286695186542,Name_8959,22Q91A668959@mrce.in,25.0,Karimnagar
T00198,C4390,2023-05-28,686.2579698865619,Cable,0.6830945952720445,Name_4390,unknown,16.0,Medchal
T00199,C2328,2023-08-20,222.74896413345053,Keyboard,0.21489647302964104,Name_2328,unknown,25.0,Visakhapatnam
T00200,C8005,2023-06-14,995.7076086973516,Keyboard,0.9956747998020385,Name_8005,22Q91A668005@mrce.in,19.0,Visakhapatnam
T00201,C2932,2023-11-10,892.4599792548481,Monitor,0.8913826595610608,Name_2932,22Q91A662932@mrce.in,18.0,Nizamabad
T00202,C7778,2023-05-25,377.66391721370127,Chair,0.37137863246815067,Name_7778,22Q91A667778@mrce.in,24.0,Karimnagar
T00203,C0198,2023-10-25,53.42788622866152,Mouse,0.043862448345969036,Name_198,22Q91A66198@mrce.in,23.0,Kerala
T00204,C7126,,54.69396572444874,Cable,0.04514133621045408,Name_7126,22Q91A667126@mrce.in,22.0,Visakhapatnam
T00205,C1931,2023-12-19,497.5170369129247,Desk,0.49244425339798464,Name_1931,22Q91A661931@mrce.in,27.0,Visakhapatnam
T00206,C6288,2023-03-03,957.971679182288,Laptop,0.9575571125063674,Name_6288,22Q91A666288@mrce.in,25.0,Secunderabad
T00207,C8801,2023-04-06,847.7975912449597,Mouse,0.8462684418402737,Name_8801,22Q91A668801@mrce.in,17.0,Warangal
T00208,C9340,2023-04-22,484.0517036478932,Mouse,0.4788426972862271,Name_9340,22Q91A669340@mrce.in,26.0,Visakhapatnam
T00209,C4283,2023-03-28,224.3343514437025,Chair,0.21649789900513178,Name_4283,22Q91A664283@mrce.in,27.0,Karimnagar
T00210,C2512,2023-09-12,75.66789444852469,Laptop,0.0663274489348506,Name_2512,22Q91A662512@mrce.in,27.0,Medchal
T00211,C9987,2023-04-23,391.0722322439702,Webcam,0.3849225935167745,Name_9987,22Q91A669987@mrce.in,,Visakhapatnam
T00212,C0660,2023-09-11,818.218615447012,Mouse,0.8163902285702835,Name_660,22Q91A66660@mrce.in,16.0,Hyderabad
T00213,C2812,2023-12-14,490.2570721487253,Cable,0.4851108427674376,Name_2812,22Q91A662812@mrce.in,26.0,Hyderabad
T00214,C7099,2023-11-18,479.2878073792274,Keyboard,0.47403060677695447,Name_7099,22Q91A667099@mrce.in,25.0,Hyderabad
T00215,C6547,2023-02-01,481.1919977064912,Headphones,0.4759540609591844,Name_6547,22Q91A666547@mrce.in,16.0,Kerala
T00216,C9562,2023-03-05,219.20217919337688,Laptop,0.21131380682827572,Name_9562,unknown,27.0,Kerala
T00217,C1987,2023-06-03,813.3355954451538,Chair,0.81145780920547,Name_1987,22Q91A661987@mrce.in,20.0,Karimnagar
T00218,C8339,2023-01-05,755.6895519384323,Laptop,0.7532285860629815,Name_8339,22Q91A668339@mrce.in,17.0,Kerala
T00219,C2912,2023-11-26,306.0690199612505,Speaker,0.2990594411694382,Name_2912,unknown,26.0,Visakhapatnam
T00220,C1735,,191.91631088806776,Mouse,0.1837518994095794,Name_1735,22Q91A661735@mrce.in,21.0,Hyderabad
T00221,C1844,2023-04-02,790.9825563000618,Chair,0.788878634207266,Name_1844,22Q91A661844@mrce.in,26.0,Karimnagar
T00222,C8681,2023-08-10,977.5211625168656,Monitor,0.977304369354563,Name_8681,unknown,26.0,Nizamabad
T00223,C2977,2023-07-09,147.43663720432514,Laptop,0.13882224445531133,Name_2977,22Q91A662977@mrce.in,18.0,Secunderabad
T00224,C1960,,167.73193244772065,Laptop,0.15932285826296264,Name_1960,22Q91A661960@mrce.in,24.0,Warangal
T00225,C5760,2023-07-24,594.3716795093949,Desk,0.5902787317603763,Name_5760,22Q91A665760@mrce.in,19.0,Hyderabad
T00226,C6695,2023-07-31,487.87520221790754,Speaker,0.48270487650746696,Name_6695,22Q91A666695@mrce.in,25.0,Medchal
